,Name,PTS,FGM,FGA,PM3,PA3,AST,Team,Division,Conference,eFG,PM2
10364,Thanasis Antetokounmpo,10,5,7,0,1,0,MIL,central,east,71.42857142857143,5
10365,Sandro Mamukelashvili,5,2,6,1,3,3,MIL,central,east,41.666666666666664,1
10366,Khris Middleton,22,9,18,3,8,9,MIL,central,east,58.333333333333336,6
10367,Javonte Smart,8,2,7,1,4,4,MIL,central,east,35.714285714285715,1
10368,Pat Connaughton,23,8,15,7,13,1,MIL,central,east,76.66666666666667,1
10369,Jordan Nwora,3,1,2,1,1,1,MIL,central,east,75.0,0
10370,Rodney Hood,4,1,7,0,5,2,MIL,central,east,14.285714285714286,1
10371,DeMarcus Cousins,11,2,6,0,0,2,MIL,central,east,33.333333333333336,2
10372,Pat Connaughton,7,2,7,1,5,0,MIL,central,east,35.714285714285715,1
10373,Bobby Portis,15,3,11,1,3,0,MIL,central,east,31.818181818181817,2
10374,Khris Middleton,22,8,20,2,5,2,MIL,central,east,45.0,6
10375,George Hill,5,1,5,1,5,3,MIL,central,east,30.0,0
10376,Jrue Holiday,26,10,19,4,5,8,MIL,central,east,63.1578947368421,6
10377,Rodney Hood,0,0,4,0,1,1,MIL,central,east,0.0,0
10378,Jordan Nwora,0,0,0,0,0,0,MIL,central,east,,0
10379,Sandro Mamukelashvili,8,4,8,0,1,1,MIL,central,east,50.0,4
10380,Thanasis Antetokounmpo,0,0,1,0,0,1,MIL,central,east,0.0,0
10381,Grayson Allen,10,4,10,2,6,0,MIL,central,east,50.0,2
10382,Pat Connaughton,11,4,8,3,6,3,MIL,central,east,68.75,1
10383,Rodney Hood,0,0,1,0,1,1,MIL,central,east,0.0,0
10384,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10385,Giannis Antetokounmpo,40,15,24,1,4,9,MIL,central,east,64.58333333333333,14
10386,Khris Middleton,21,6,18,4,8,5,MIL,central,east,44.44444444444444,2
10387,DeMarcus Cousins,7,3,5,1,2,1,MIL,central,east,70.0,2
10388,Jrue Holiday,11,5,11,1,3,7,MIL,central,east,50.0,4
10389,Grayson Allen,16,6,9,3,5,2,MIL,central,east,83.33333333333333,3
10390,Bobby Portis,10,4,11,0,3,1,MIL,central,east,36.36363636363637,4
10391,George Hill,11,3,7,1,4,0,MIL,central,east,50.0,2
10392,Jrue Holiday,23,11,21,1,7,9,MIL,central,east,54.76190476190476,10
10393,Khris Middleton,14,6,13,1,5,5,MIL,central,east,50.0,5
10394,Rodney Hood,3,1,4,1,2,0,MIL,central,east,37.5,0
10395,Pat Connaughton,14,6,11,1,6,2,MIL,central,east,59.09090909090909,5
10396,Justin Robinson,0,0,0,0,0,0,MIL,central,east,,0
10397,Jordan Nwora,0,0,2,0,1,0,MIL,central,east,0.0,0
10398,Sandro Mamukelashvili,2,1,1,0,0,0,MIL,central,east,100.0,1
10399,Georgios Kalaitzakis,0,0,0,0,0,0,MIL,central,east,,0
10400,George Hill,13,3,8,1,5,2,MIL,central,east,43.75,2
10401,Giannis Antetokounmpo,26,10,15,0,2,3,MIL,central,east,66.66666666666667,10
10402,Bobby Portis,15,5,10,1,3,2,MIL,central,east,55.0,4
10403,Grayson Allen,8,3,5,2,4,4,MIL,central,east,80.0,1
10404,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10405,George Hill,5,2,4,1,3,2,MIL,central,east,62.5,1
10406,Giannis Antetokounmpo,24,10,13,1,1,7,MIL,central,east,80.76923076923077,9
10407,Rodney Hood,6,3,3,0,0,1,MIL,central,east,100.0,3
10408,Pat Connaughton,20,7,8,4,5,0,MIL,central,east,112.5,3
10409,Georgios Kalaitzakis,3,1,1,0,0,0,MIL,central,east,100.0,1
10410,Jrue Holiday,16,7,10,1,3,6,MIL,central,east,75.0,6
10411,Khris Middleton,17,5,11,4,9,7,MIL,central,east,63.63636363636363,1
10412,Bobby Portis,11,5,12,1,4,1,MIL,central,east,45.833333333333336,4
10413,Jordan Nwora,8,3,5,2,3,0,MIL,central,east,80.0,1
10414,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10415,Grayson Allen,10,3,6,2,5,0,MIL,central,east,66.66666666666667,1
10416,Jrue Holiday,22,8,16,3,7,6,MIL,central,east,59.375,5
10417,Pat Connaughton,11,4,8,3,5,1,MIL,central,east,68.75,1
10418,Grayson Allen,3,1,6,1,4,2,MIL,central,east,25.0,0
10419,Justin Robinson,0,0,1,0,0,0,MIL,central,east,0.0,0
10420,Georgios Kalaitzakis,0,0,0,0,0,0,MIL,central,east,,0
10421,George Hill,4,2,5,0,2,2,MIL,central,east,40.0,2
10422,Khris Middleton,11,5,17,1,4,4,MIL,central,east,32.35294117647059,4
10423,Rodney Hood,0,0,2,0,2,1,MIL,central,east,0.0,0
10424,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10425,Bobby Portis,28,10,14,6,7,1,MIL,central,east,92.85714285714286,4
10426,Sandro Mamukelashvili,0,0,1,0,1,0,MIL,central,east,0.0,0
10427,Giannis Antetokounmpo,33,12,17,1,4,5,MIL,central,east,73.52941176470588,11
10428,Jordan Nwora,2,0,0,0,0,1,MIL,central,east,,0
10429,Jrue Holiday,18,8,14,2,5,4,MIL,central,east,64.28571428571429,6
10430,Khris Middleton,12,4,6,1,3,2,MIL,central,east,75.0,3
10431,Bobby Portis,13,5,11,2,5,3,MIL,central,east,54.54545454545455,3
10432,Pat Connaughton,17,6,10,5,7,2,MIL,central,east,85.0,1
10433,Grayson Allen,14,5,8,2,3,1,MIL,central,east,75.0,3
10434,Thanasis Antetokounmpo,1,0,3,0,2,0,MIL,central,east,0.0,0
10435,Rodney Hood,5,2,6,1,5,2,MIL,central,east,41.666666666666664,1
10436,Justin Robinson,5,2,6,1,2,4,MIL,central,east,41.666666666666664,1
10437,Jordan Nwora,14,5,13,2,6,1,MIL,central,east,46.15384615384615,3
10438,Georgios Kalaitzakis,5,1,1,1,1,0,MIL,central,east,150.0,0
10439,George Hill,7,2,4,1,2,0,MIL,central,east,62.5,1
10440,Giannis Antetokounmpo,12,4,12,0,4,9,MIL,central,east,33.333333333333336,4
10441,Rodney Hood,2,1,3,0,1,1,MIL,central,east,33.333333333333336,1
10442,Justin Robinson,0,0,4,0,3,1,MIL,central,east,0.0,0
10443,Thanasis Antetokounmpo,3,1,3,0,0,1,MIL,central,east,33.333333333333336,1
10444,Grayson Allen,16,6,14,4,11,1,MIL,central,east,57.142857142857146,2
10445,Khris Middleton,13,4,9,3,5,8,MIL,central,east,61.111111111111114,1
10446,Bobby Portis,24,8,11,6,7,0,MIL,central,east,100.0,2
10447,Pat Connaughton,11,3,6,2,5,0,MIL,central,east,66.66666666666667,1
10448,Giannis Antetokounmpo,32,8,16,1,3,5,MIL,central,east,53.125,7
10449,George Hill,5,2,4,1,2,3,MIL,central,east,62.5,1
10450,Jrue Holiday,11,4,12,2,3,5,MIL,central,east,41.666666666666664,2
10451,George Hill,12,4,6,2,3,0,MIL,central,east,83.33333333333333,2
10452,Semi Ojeleye,0,0,4,0,3,1,MIL,central,east,0.0,0
10453,Justin Robinson,0,0,2,0,2,2,MIL,central,east,0.0,0
10454,Jrue Holiday,10,4,11,1,4,4,MIL,central,east,40.90909090909091,3
10455,Bobby Portis,17,5,13,3,6,1,MIL,central,east,50.0,2
10456,Pat Connaughton,9,3,9,1,6,1,MIL,central,east,38.888888888888886,2
10457,Giannis Antetokounmpo,21,6,16,0,4,7,MIL,central,east,37.5,6
10458,Khris Middleton,16,5,13,3,8,4,MIL,central,east,50.0,2
10459,Grayson Allen,11,4,9,2,5,1,MIL,central,east,55.55555555555556,2
10460,Jrue Holiday,8,3,13,1,6,8,MIL,central,east,26.923076923076923,2
10461,Giannis Antetokounmpo,47,18,23,3,4,3,MIL,central,east,84.78260869565217,15
10462,Pat Connaughton,16,5,10,4,8,0,MIL,central,east,70.0,1
10463,Semi Ojeleye,0,0,7,0,2,0,MIL,central,east,0.0,0
10464,George Hill,0,0,1,0,1,2,MIL,central,east,0.0,0
10465,Khris Middleton,16,4,12,2,6,6,MIL,central,east,41.666666666666664,2
10466,Bobby Portis,17,8,14,1,5,2,MIL,central,east,60.714285714285715,7
10467,Grayson Allen,5,2,6,1,5,1,MIL,central,east,41.666666666666664,1
10468,Jordan Nwora,0,0,1,0,0,0,MIL,central,east,0.0,0
10469,Jrue Holiday,19,8,17,1,4,8,MIL,central,east,50.0,7
10470,Semi Ojeleye,2,1,6,0,4,0,MIL,central,east,16.666666666666668,1
10471,Grayson Allen,18,7,11,4,7,1,MIL,central,east,81.81818181818181,3
10472,Jordan Nwora,6,2,5,2,4,1,MIL,central,east,60.0,0
10473,Giannis Antetokounmpo,26,9,21,1,5,6,MIL,central,east,45.23809523809524,8
10474,Thanasis Antetokounmpo,1,0,0,0,0,0,MIL,central,east,,0
10475,Rodney Hood,3,1,2,1,2,0,MIL,central,east,75.0,0
10476,Bobby Portis,11,5,10,1,4,3,MIL,central,east,55.0,4
10477,Pat Connaughton,11,4,8,3,7,3,MIL,central,east,68.75,1
10478,Justin Robinson,3,1,4,1,4,2,MIL,central,east,37.5,0
10479,George Hill,16,7,16,2,9,3,MIL,central,east,50.0,5
10480,Rodney Hood,3,1,2,1,1,0,MIL,central,east,75.0,0
10481,Grayson Allen,21,6,16,5,9,0,MIL,central,east,53.125,1
10482,Jordan Nwora,11,4,8,3,5,3,MIL,central,east,68.75,1
10483,Thanasis Antetokounmpo,6,3,3,0,0,0,MIL,central,east,100.0,3
10484,Jrue Holiday,17,6,25,1,12,13,MIL,central,east,26.0,5
10485,Bobby Portis,22,10,15,1,4,2,MIL,central,east,70.0,9
10486,Pat Connaughton,15,6,10,3,7,1,MIL,central,east,75.0,3
10487,Semi Ojeleye,2,1,3,0,0,1,MIL,central,east,33.333333333333336,1
10488,Rodney Hood,3,1,2,1,2,0,MIL,central,east,75.0,0
10489,Jrue Holiday,18,7,16,4,6,6,MIL,central,east,56.25,3
10490,Giannis Antetokounmpo,15,5,15,2,5,8,MIL,central,east,40.0,3
10491,Thanasis Antetokounmpo,0,0,1,0,0,0,MIL,central,east,0.0,0
10492,Pat Connaughton,23,8,14,7,13,5,MIL,central,east,82.14285714285714,1
10493,Semi Ojeleye,9,3,5,2,3,1,MIL,central,east,80.0,1
10494,George Hill,8,3,7,2,3,5,MIL,central,east,57.142857142857146,1
10495,Bobby Portis,17,6,11,3,5,0,MIL,central,east,68.18181818181819,3
10496,Grayson Allen,15,5,13,5,11,2,MIL,central,east,57.69230769230769,0
10497,Jordan Nwora,4,2,6,0,2,2,MIL,central,east,33.333333333333336,2
10498,Pat Connaughton,8,3,8,2,6,1,MIL,central,east,50.0,1
10499,Semi Ojeleye,11,4,4,3,3,1,MIL,central,east,137.5,1
10500,Justin Robinson,0,0,4,0,3,1,MIL,central,east,0.0,0
10501,George Hill,8,3,6,1,3,1,MIL,central,east,58.333333333333336,2
10502,Jrue Holiday,8,4,14,0,3,6,MIL,central,east,28.571428571428573,4
10503,Giannis Antetokounmpo,31,12,26,0,2,4,MIL,central,east,46.15384615384615,12
10504,Bobby Portis,19,6,14,4,8,3,MIL,central,east,57.142857142857146,2
10505,Grayson Allen,25,8,13,5,9,3,MIL,central,east,80.76923076923077,3
10506,Jordan Nwora,8,4,6,0,2,1,MIL,central,east,66.66666666666667,4
10507,Bobby Portis,13,6,17,1,3,2,MIL,central,east,38.23529411764706,5
10508,Pat Connaughton,7,2,8,2,6,1,MIL,central,east,37.5,0
10509,Jrue Holiday,14,6,16,2,7,4,MIL,central,east,43.75,4
10510,Justin Robinson,0,0,1,0,0,0,MIL,central,east,0.0,0
10511,Grayson Allen,19,6,12,3,8,2,MIL,central,east,62.5,3
10512,George Hill,6,3,10,0,5,3,MIL,central,east,30.0,3
10513,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10514,Giannis Antetokounmpo,29,12,26,0,4,5,MIL,central,east,46.15384615384615,12
10515,Jordan Nwora,3,1,3,1,2,0,MIL,central,east,50.0,0
10516,Semi Ojeleye,3,1,1,1,1,0,MIL,central,east,150.0,0
10517,Giannis Antetokounmpo,25,7,17,2,7,4,MIL,central,east,47.05882352941177,5
10518,Bobby Portis,6,3,9,0,1,1,MIL,central,east,33.333333333333336,3
10519,Grayson Allen,22,8,12,6,9,2,MIL,central,east,91.66666666666667,2
10520,Jrue Holiday,10,3,8,1,3,3,MIL,central,east,43.75,2
10521,Justin Robinson,0,0,0,0,0,0,MIL,central,east,,0
10522,Jordan Nwora,13,5,13,3,8,1,MIL,central,east,50.0,2
10523,Thanasis Antetokounmpo,4,1,4,0,0,2,MIL,central,east,25.0,1
10524,Rodney Hood,5,1,5,1,5,1,MIL,central,east,30.0,0
10525,Pat Connaughton,5,2,8,1,7,1,MIL,central,east,31.25,1
10526,George Hill,6,2,2,2,2,4,MIL,central,east,150.0,0
10527,Semi Ojeleye,2,1,4,0,1,0,MIL,central,east,25.0,1
10528,George Hill,4,1,4,0,0,7,MIL,central,east,25.0,1
10529,Rodney Hood,4,1,4,1,3,2,MIL,central,east,37.5,0
10530,Jordan Nwora,16,7,13,2,5,3,MIL,central,east,61.53846153846154,5
10531,Grayson Allen,8,2,8,2,6,0,MIL,central,east,37.5,0
10532,Thanasis Antetokounmpo,9,4,4,0,0,1,MIL,central,east,100.0,4
10533,Semi Ojeleye,4,1,3,0,1,0,MIL,central,east,33.333333333333336,1
10534,Giannis Antetokounmpo,28,9,16,3,7,9,MIL,central,east,65.625,6
10535,Pat Connaughton,16,6,8,4,5,2,MIL,central,east,100.0,2
10536,Justin Robinson,11,4,7,3,6,4,MIL,central,east,78.57142857142857,1
10537,Bobby Portis,12,5,13,1,2,0,MIL,central,east,42.30769230769231,4
10538,Georgios Kalaitzakis,0,0,2,0,1,0,MIL,central,east,0.0,0
10539,Sandro Mamukelashvili,5,2,2,1,1,0,MIL,central,east,125.0,1
10540,Thanasis Antetokounmpo,10,5,15,0,2,3,MIL,central,east,33.333333333333336,5
10541,Jordan Nwora,2,1,5,0,2,2,MIL,central,east,20.0,1
10542,Justin Robinson,9,4,7,1,3,0,MIL,central,east,64.28571428571429,3
10543,Bobby Portis,15,6,15,1,5,1,MIL,central,east,43.333333333333336,5
10544,Giannis Antetokounmpo,25,10,20,3,11,6,MIL,central,east,57.5,7
10545,Pat Connaughton,5,2,7,1,5,1,MIL,central,east,35.714285714285715,1
10546,Rodney Hood,0,0,3,0,1,1,MIL,central,east,0.0,0
10547,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10548,Grayson Allen,18,6,14,5,10,0,MIL,central,east,60.714285714285715,1
10549,George Hill,11,5,10,1,2,2,MIL,central,east,55.0,4
10550,Thanasis Antetokounmpo,0,0,3,0,1,2,MIL,central,east,0.0,0
10551,Pat Connaughton,6,3,6,0,2,3,MIL,central,east,50.0,3
10552,Justin Robinson,6,2,2,2,2,3,MIL,central,east,150.0,0
10553,Giannis Antetokounmpo,28,11,18,0,3,3,MIL,central,east,61.111111111111114,11
10554,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10555,Rodney Hood,6,2,5,2,3,0,MIL,central,east,60.0,0
10556,Khris Middleton,19,8,21,2,7,5,MIL,central,east,42.857142857142854,6
10557,Semi Ojeleye,0,0,5,0,5,0,MIL,central,east,0.0,0
10558,Grayson Allen,12,4,11,4,9,1,MIL,central,east,54.54545454545455,0
10559,Jordan Nwora,6,2,9,0,5,0,MIL,central,east,22.22222222222222,2
10560,Georgios Kalaitzakis,0,0,0,0,0,0,MIL,central,east,,0
10561,George Hill,10,4,9,0,2,3,MIL,central,east,44.44444444444444,4
10562,Grayson Allen,13,5,11,3,8,1,MIL,central,east,59.09090909090909,2
10563,Jordan Nwora,9,3,8,3,5,1,MIL,central,east,56.25,0
10564,Bobby Portis,6,3,7,0,3,0,MIL,central,east,42.857142857142854,3
10565,Rodney Hood,7,1,3,1,3,1,MIL,central,east,50.0,0
10566,Semi Ojeleye,0,0,5,0,5,0,MIL,central,east,0.0,0
10567,Pat Connaughton,6,2,11,2,9,0,MIL,central,east,27.272727272727273,0
10568,Thanasis Antetokounmpo,2,1,3,0,0,1,MIL,central,east,33.333333333333336,1
10569,Justin Robinson,0,0,1,0,1,2,MIL,central,east,0.0,0
10570,George Hill,9,3,7,1,3,4,MIL,central,east,50.0,2
10571,Giannis Antetokounmpo,40,15,23,3,6,7,MIL,central,east,71.73913043478261,12
10572,Khris Middleton,16,6,16,1,8,5,MIL,central,east,40.625,5
10573,Rodney Hood,3,1,2,1,2,0,MIL,central,east,75.0,0
10574,George Hill,6,3,7,0,2,3,MIL,central,east,42.857142857142854,3
10575,Sandro Mamukelashvili,2,1,2,0,1,0,MIL,central,east,50.0,1
10576,Giannis Antetokounmpo,30,10,18,0,2,9,MIL,central,east,55.55555555555556,10
10577,Jordan Nwora,9,3,8,1,4,3,MIL,central,east,43.75,2
10578,Thanasis Antetokounmpo,8,4,5,0,0,0,MIL,central,east,80.0,4
10579,Justin Robinson,2,1,6,0,2,0,MIL,central,east,16.666666666666668,1
10580,Khris Middleton,27,9,17,2,3,7,MIL,central,east,58.8235294117647,7
10581,Grayson Allen,19,5,11,4,9,0,MIL,central,east,63.63636363636363,1
10582,Georgios Kalaitzakis,0,0,0,0,0,0,MIL,central,east,,0
10583,Pat Connaughton,13,4,9,3,7,2,MIL,central,east,61.111111111111114,1
10584,Grayson Allen,10,4,11,2,8,1,MIL,central,east,45.45454545454545,2
10585,Justin Robinson,4,2,3,0,1,0,MIL,central,east,66.66666666666667,2
10586,Giannis Antetokounmpo,21,7,15,1,2,8,MIL,central,east,50.0,6
10587,Jrue Holiday,16,6,9,3,4,5,MIL,central,east,83.33333333333333,3
10588,George Hill,15,5,6,3,3,1,MIL,central,east,108.33333333333333,2
10589,Khris Middleton,28,9,17,2,7,3,MIL,central,east,58.8235294117647,7
10590,Jordan Nwora,7,3,7,1,5,1,MIL,central,east,50.0,2
10591,Pat Connaughton,16,6,9,3,5,0,MIL,central,east,83.33333333333333,3
10592,Sandro Mamukelashvili,0,0,1,0,0,0,MIL,central,east,0.0,0
10593,Thanasis Antetokounmpo,4,2,5,0,0,2,MIL,central,east,40.0,2
10594,Jordan Nwora,11,3,12,2,6,2,MIL,central,east,33.333333333333336,1
10595,Justin Robinson,5,1,7,1,6,2,MIL,central,east,21.428571428571427,0
10596,Khris Middleton,10,4,14,1,6,4,MIL,central,east,32.142857142857146,3
10597,Grayson Allen,14,5,11,2,8,1,MIL,central,east,54.54545454545455,3
10598,Giannis Antetokounmpo,15,4,11,1,3,2,MIL,central,east,40.90909090909091,3
10599,George Hill,8,3,7,2,4,2,MIL,central,east,57.142857142857146,1
10600,Georgios Kalaitzakis,8,3,5,1,2,0,MIL,central,east,70.0,2
10601,Pat Connaughton,6,3,6,0,3,4,MIL,central,east,50.0,3
10602,Sandro Mamukelashvili,12,4,9,2,4,1,MIL,central,east,55.55555555555556,2
10603,Thanasis Antetokounmpo,6,2,2,0,0,1,MIL,central,east,100.0,2
10604,Giannis Antetokounmpo,32,12,25,1,4,7,MIL,central,east,50.0,11
10605,Georgios Kalaitzakis,0,0,2,0,0,0,MIL,central,east,0.0,0
10606,Grayson Allen,10,3,10,3,10,6,MIL,central,east,45.0,0
10607,Jordan Nwora,15,6,13,3,6,1,MIL,central,east,57.69230769230769,3
10608,Pat Connaughton,20,8,13,4,9,2,MIL,central,east,76.92307692307692,4
10609,Jrue Holiday,12,5,7,2,4,1,MIL,central,east,85.71428571428571,3
10610,Brook Lopez,8,3,9,2,4,0,MIL,central,east,44.44444444444444,1
10611,Khris Middleton,20,8,17,1,4,3,MIL,central,east,50.0,7
10612,Thanasis Antetokounmpo,6,2,3,0,0,1,MIL,central,east,66.66666666666667,2
10613,George Hill,1,0,3,0,2,3,MIL,central,east,0.0,0
10614,Sandro Mamukelashvili,0,0,1,0,0,1,MIL,central,east,0.0,0
10615,Justin Robinson,3,1,2,1,2,0,MIL,central,east,75.0,0
10616,Bobby Portis,30,11,13,6,8,5,MIL,central,east,107.6923076923077,5
10617,Pat Connaughton,3,1,5,1,4,0,MIL,central,east,30.0,0
10618,Semi Ojeleye,7,2,2,2,2,0,MIL,central,east,150.0,0
10619,Grayson Allen,8,3,6,2,4,1,MIL,central,east,66.66666666666667,1
10620,Lindell Wigginton,5,2,2,1,1,3,MIL,central,east,125.0,1
10621,Jordan Nwora,7,3,8,1,4,2,MIL,central,east,43.75,2
10622,Donte DiVincenzo,10,4,10,2,7,1,MIL,central,east,50.0,2
10623,Rodney Hood,4,2,4,0,2,0,MIL,central,east,50.0,2
10624,Greg Monroe,6,3,7,0,0,1,MIL,central,east,42.857142857142854,3
10625,Sandro Mamukelashvili,5,2,3,1,1,2,MIL,central,east,83.33333333333333,1
10626,Jrue Holiday,9,3,4,1,1,7,MIL,central,east,87.5,2
10627,Wesley Matthews,0,0,2,0,2,1,MIL,central,east,0.0,0
10628,Khris Middleton,14,6,13,2,7,7,MIL,central,east,53.84615384615385,4
10629,Giannis Antetokounmpo,29,7,12,4,7,6,MIL,central,east,75.0,3
10630,Thanasis Antetokounmpo,0,0,1,0,0,0,MIL,central,east,0.0,0
10631,Donte DiVincenzo,9,3,7,2,5,1,MIL,central,east,57.142857142857146,1
10632,Pat Connaughton,18,6,9,6,9,0,MIL,central,east,100.0,0
10633,Jrue Holiday,27,11,16,2,5,13,MIL,central,east,75.0,9
10634,Wesley Matthews,3,1,3,1,3,0,MIL,central,east,50.0,0
10635,Greg Monroe,9,4,6,0,0,1,MIL,central,east,66.66666666666667,4
10636,Bobby Portis,24,8,12,4,5,1,MIL,central,east,83.33333333333333,4
10637,Lindell Wigginton,0,0,0,0,0,0,MIL,central,east,,0
10638,Jordan Nwora,2,1,4,0,1,2,MIL,central,east,25.0,1
10639,Khris Middleton,17,6,13,2,5,5,MIL,central,east,53.84615384615385,4
10640,Giannis Antetokounmpo,28,8,15,2,3,5,MIL,central,east,60.0,6
10641,Rodney Hood,0,0,3,0,2,0,MIL,central,east,0.0,0
10642,Greg Monroe,0,0,3,0,0,0,MIL,central,east,0.0,0
10643,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10644,Bobby Portis,23,9,18,5,9,1,MIL,central,east,63.888888888888886,4
10645,Pat Connaughton,8,3,6,2,5,0,MIL,central,east,66.66666666666667,1
10646,Lindell Wigginton,0,0,0,0,0,0,MIL,central,east,,0
10647,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10648,Wesley Matthews,0,0,2,0,1,1,MIL,central,east,0.0,0
10649,Khris Middleton,21,8,19,3,10,4,MIL,central,east,50.0,5
10650,Giannis Antetokounmpo,44,17,20,2,2,8,MIL,central,east,90.0,15
10651,Grayson Allen,12,5,9,1,2,4,MIL,central,east,61.111111111111114,4
10652,Donte DiVincenzo,8,3,7,1,4,3,MIL,central,east,50.0,2
10653,Jrue Holiday,15,7,12,1,3,10,MIL,central,east,62.5,6
10654,Greg Monroe,9,3,4,0,0,0,MIL,central,east,75.0,3
10655,Wesley Matthews,3,1,1,1,1,0,MIL,central,east,150.0,0
10656,Grayson Allen,8,3,8,2,6,1,MIL,central,east,50.0,1
10657,Bobby Portis,11,5,12,1,5,0,MIL,central,east,45.833333333333336,4
10658,Giannis Antetokounmpo,18,5,14,0,3,8,MIL,central,east,35.714285714285715,5
10659,Pat Connaughton,3,1,7,1,7,0,MIL,central,east,21.428571428571427,0
10660,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10661,Lindell Wigginton,5,2,5,1,2,2,MIL,central,east,50.0,1
10662,Thanasis Antetokounmpo,6,3,3,0,0,0,MIL,central,east,100.0,3
10663,Jordan Nwora,2,1,7,0,4,0,MIL,central,east,14.285714285714286,1
10664,Jrue Holiday,21,7,12,3,4,4,MIL,central,east,70.83333333333333,4
10665,Khris Middleton,21,9,15,1,6,3,MIL,central,east,63.333333333333336,8
10666,Bobby Portis,17,8,15,1,4,0,MIL,central,east,56.666666666666664,7
10667,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10668,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10669,Greg Monroe,3,1,2,0,0,0,MIL,central,east,50.0,1
10670,Wesley Matthews,0,0,3,0,3,0,MIL,central,east,0.0,0
10671,Jrue Holiday,23,9,16,3,6,6,MIL,central,east,65.625,6
10672,Jordan Nwora,17,7,14,3,6,1,MIL,central,east,60.714285714285715,4
10673,Lindell Wigginton,11,2,6,1,3,1,MIL,central,east,41.666666666666664,1
10674,Grayson Allen,14,5,12,4,10,1,MIL,central,east,58.333333333333336,1
10675,Khris Middleton,16,3,15,1,8,9,MIL,central,east,23.333333333333332,2
10676,Serge Ibaka,6,3,6,0,1,0,MIL,central,east,50.0,3
10677,Sandro Mamukelashvili,6,3,3,0,0,0,MIL,central,east,100.0,3
10678,Jordan Nwora,9,4,9,1,4,2,MIL,central,east,50.0,3
10679,Bobby Portis,6,3,14,0,5,2,MIL,central,east,21.428571428571427,3
10680,Khris Middleton,19,7,12,1,4,8,MIL,central,east,62.5,6
10681,Jrue Holiday,14,6,12,1,3,8,MIL,central,east,54.166666666666664,5
10682,Grayson Allen,3,1,4,1,3,2,MIL,central,east,37.5,0
10683,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10684,Giannis Antetokounmpo,50,17,21,2,3,4,MIL,central,east,85.71428571428571,15
10685,Serge Ibaka,9,3,3,1,1,1,MIL,central,east,116.66666666666667,2
10686,Lindell Wigginton,12,4,8,3,6,1,MIL,central,east,68.75,1
10687,Jrue Holiday,24,8,15,3,6,3,MIL,central,east,63.333333333333336,5
10688,Serge Ibaka,5,2,8,1,5,2,MIL,central,east,31.25,1
10689,Wesley Matthews,3,1,3,1,3,1,MIL,central,east,50.0,0
10690,Giannis Antetokounmpo,32,13,23,2,4,9,MIL,central,east,60.869565217391305,11
10691,Bobby Portis,17,6,13,1,7,3,MIL,central,east,50.0,5
10692,Khris Middleton,19,6,20,2,12,2,MIL,central,east,35.0,4
10693,Thanasis Antetokounmpo,0,0,0,0,0,0,MIL,central,east,,0
10694,Sandro Mamukelashvili,0,0,0,0,0,0,MIL,central,east,,0
10695,Lindell Wigginton,2,0,1,0,0,0,MIL,central,east,0.0,0
10696,Jordan Nwora,18,6,12,4,7,0,MIL,central,east,66.66666666666667,2
10697,Serge Ibaka,8,3,8,1,4,0,MIL,central,east,43.75,2
10698,Jrue Holiday,19,7,9,1,2,7,MIL,central,east,83.33333333333333,6
10699,Wesley Matthews,5,2,4,1,3,1,MIL,central,east,62.5,1
10700,Khris Middleton,25,8,13,3,5,7,MIL,central,east,73.07692307692308,5
10701,Giannis Antetokounmpo,29,8,20,1,6,6,MIL,central,east,42.5,7
10702,Jevon Carter,0,0,1,0,0,1,MIL,central,east,0.0,0
10703,Lindell Wigginton,0,0,0,0,0,0,MIL,central,east,,0
10704,Jordan Nwora,0,0,1,0,1,0,MIL,central,east,0.0,0
10705,Grayson Allen,7,2,4,1,3,1,MIL,central,east,62.5,1
10706,DeAndre' Bembry,0,0,0,0,0,1,MIL,central,east,,0
